DataUse,Replication,Vegetation,N2O,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3
Building,R1,Corn,1.415481023,6.6,22.86,15.0,34,366,0.656699082,6.574387,20.412568
Building,R1,Corn,1.713481244,0.0,22.86,15.6,35,367,0.635439479,5.866866,19.0199
Building,R1,Corn,0.0,0.0,22.86,20.1,36,368,0.626292839,5.33587,17.958989
Building,R1,Corn,-1.921368482,0.0,8.89,24.6,37,369,0.616441217,4.95368,17.176061
Building,R1,Corn,-0.749242289,0.0,8.89,24.7,38,370,0.606918008,4.723172,16.76598
Building,R1,Corn,2.492595314,0.0,6.6,20.6,39,0,0.59399689,10.828524,21.636365
Building,R1,Corn,144.7804629,32.77,32.77,18.1,41,2,0.678664176,19.800914,28.099245
Building,R1,Corn,113.4350999,6.1,38.87,18.5,42,3,0.709982269,25.566666,32.227783
Building,R1,Corn,171.7956712,8.13,40.9,22.5,43,4,0.704298337,30.641196,37.335041
Building,R1,Corn,67.06167188,2.03,40.9,20.3,44,5,0.726626151,36.069147,39.540176
Building,R1,Corn,180.3519508,24.38,65.28,21.7,45,6,0.740058588,40.188158,41.642658
Building,R1,Corn,237.4738055,40.64,81.54,20.8,46,7,0.725189582,43.590516,43.213804
Building,R1,Corn,150.9482514,16.26,48.77,20.6,47,8,0.70479703,45.868868,44.750186
Building,R1,Corn,85.3665262,0.0,48.77,22.4,48,9,0.676557968,42.953719,44.7737
Building,R1,Corn,48.76233122,0.0,42.67,22.8,49,10,0.660369725,42.337067,43.071873
Building,R1,Corn,151.2232746,30.74,71.38,24.8,50,11,0.677889361,40.150722,41.783876
Building,R1,Corn,77.61744989,30.74,71.38,24.8,51,12,0.672666852,36.715372,40.70332
Building,R1,Corn,104.2889992,1.27,48.27,22.0,52,13,0.699365419,35.212,38.987035
Building,R1,Corn,46.22488219,22.1,52.84,19.6,53,14,0.68614607,31.781618,36.623795
Building,R1,Corn,24.98315263,20.83,52.84,16.3,54,15,0.700206758,28.174629,33.963877
Building,R1,Corn,16.70614291,9.65,62.49,18.0,55,16,0.687047524,24.348457,31.787109
Building,R1,Corn,12.06992511,9.65,62.49,17.9,56,17,0.653586269,20.772523,29.328339
Building,R1,Corn,11.1999314,0.0,31.75,21.2,57,18,0.633785265,17.120368,27.112751
Building,R1,Corn,20.42916591,0.0,31.75,23.6,58,19,0.688598029,14.411319,24.752696
Building,R1,Corn,29.71833167,37.08,67.56,20.7,59,20,0.719952313,15.452701,24.704249
Building,R1,Corn,20.54987978,53.08,62.73,18.7,60,21,0.717288157,16.341333,24.659657
Building,R1,Corn,2.128776788,16.0,62.73,17.8,61,22,0.691617146,16.937461,24.812406
Building,R1,Corn,2.034347111,0.0,53.08,19.1,62,23,0.661400687,17.563569,25.228006
Building,R1,Corn,4.638494141,0.0,53.08,21.5,63,24,0.641622225,18.030503,25.841153
Building,R1,Corn,-0.557819085,2.54,11.68,15.3,67,28,0.660589654,16.390213,24.809228
Building,R1,Corn,-0.378434951,1.27,11.68,16.7,68,29,0.648020378,13.830229,23.737553
Building,R1,Corn,-0.666220747,0.0,11.68,17.5,69,30,0.619566309,10.798296,22.260729
Building,R1,Corn,-0.026045286,0.0,11.68,19.4,70,31,0.590480917,8.559542,21.024913
Building,R1,Corn,-0.359664271,0.0,11.68,21.0,71,32,0.572418819,6.898738,19.985795
Building,R1,Corn,0.252166657,0.0,2.54,22.1,72,33,0.56364626,5.699028,19.096627
Building,R1,Corn,0.206888277,0.0,1.27,23.3,73,34,0.531220601,5.507912,18.770025
Building,R1,Corn,0.0,0.0,0.0,20.4,74,35,0.514144166,5.482529,18.493786
Building,R1,Corn,-1.370321326,0.76,0.76,17.9,75,36,0.489487057,4.700849,17.833544
Building,R1,Corn,-1.940517718,0.76,0.76,16.6,76,37,0.474260325,4.179188,17.320979
Building,R1,Corn,-1.378295145,0.0,0.76,19.9,77,38,0.469281927,4.197632,17.114098
Building,R1,Corn,-1.348406667,0.0,0.25,20.8,87,48,0.402357217,2.860033,15.237825
Building,R1,Corn,-2.436509605,0.76,1.01,19.7,88,49,0.407153944,2.637696,15.117411
Building,R1,Corn,-0.831463003,0.76,1.01,19.0,89,50,0.401680552,2.463194,15.003806
Building,R1,Corn,-3.488689459,0.0,1.01,20.1,90,51,0.383715112,2.557527,14.940563
Building,R1,Corn,-2.209189222,0.51,1.27,19.8,91,52,0.378674562,2.433817,14.854448
Building,R1,Corn,-2.927890409,0.51,1.27,21.4,92,53,0.36443248,2.46757,14.804479
Building,R1,Corn,-2.506720697,0.0,1.27,21.4,93,54,0.361661744,2.599863,14.770752
Building,R1,Corn,-0.80134894,1.27,2.54,17.5,94,55,0.356913068,2.579702,14.719329
Building,R1,Corn,-1.657396395,2.29,2.8,18.0,95,56,0.354294955,2.482986,14.648867
Building,R1,Corn,-2.3709958,1.02,2.8,15.7,96,57,0.357913363,2.419448,14.576174
Building,R1,Corn,-0.532523963,0.0,2.8,14.6,97,58,0.344314376,2.392972,14.512783
Building,R1,Corn,-0.796014661,0.0,2.29,19.0,98,59,0.346385121,2.399061,14.470028
Building,R1,Corn,-2.153423502,0.0,2.29,20.6,99,60,0.353632857,2.547118,14.462493
Building,R1,Corn,-2.030762017,1.78,4.07,20.7,100,61,0.366144768,2.553144,14.435561
Building,R1,Corn,-1.693957069,7.62,8.64,20.2,101,62,0.417430108,2.553359,14.263003
Building,R1,Corn,-5.091841768,43.18,44.96,21.8,102,63,0.518737117,2.449473,14.095584
Building,R1,Corn,-3.898612087,37.34,44.96,22.0,103,64,0.55475902,2.395004,13.941841
Building,R1,Corn,-3.054673891,6.1,51.06,23.0,104,65,0.60984959,2.353516,13.818726
Building,R1,Corn,-7.415296604,12.95,19.05,19.2,109,70,0.604323302,2.232999,13.351894
Building,R1,Corn,-2.93632558,3.81,19.05,17.9,110,71,0.581418569,2.155068,13.283217
Building,R1,Corn,-1.939447618,0.0,12.95,19.6,111,72,0.551558733,2.092332,13.220205
Building,R1,Corn,-2.0335521,0.51,13.46,23.1,112,73,0.54541881,2.095175,13.155136
Building,R1,Corn,-3.817594985,5.84,19.3,22.5,114,75,0.5450022,2.111085,13.037407
Building,R1,Corn,-2.893813461,7.37,17.02,21.8,115,76,0.546070085,2.079115,12.979757
Building,R1,Corn,-3.652137487,7.11,13.46,20.3,116,77,0.533185426,2.065166,12.940843
Building,R1,Corn,-2.165486109,0.25,13.46,21.0,117,78,0.521588094,2.068673,12.900657
Building,R1,Corn,-3.510783257,3.05,16.51,24.4,118,79,0.54409583,2.134033,12.82532
Building,R1,Corn,-1.567370403,18.8,31.75,18.4,119,80,0.586232326,2.077497,12.762619
Building,R1,Corn,-0.617118135,15.75,26.42,16.4,120,81,0.596568692,2.021641,12.71088
Building,R1,Corn,-1.896334787,0.0,19.05,18.6,122,83,0.54140085,2.207709,12.715691
Building,R1,Corn,-0.977345478,0.0,18.8,20.1,123,84,0.582730344,2.482277,12.71744
Building,R1,Corn,1.311597903,24.38,43.18,12.0,124,85,0.638424558,2.683433,12.719196
Building,R1,Corn,-0.382611152,24.38,40.13,10.7,125,86,0.621121363,2.860529,12.727348
Building,R1,Corn,-0.726260255,0.76,25.14,10.5,126,87,0.662123635,3.025665,12.737456
Building,R1,Corn,0.353508687,6.35,30.73,10.7,127,88,0.638522317,3.184792,12.757455
Building,R1,Corn,-0.578117617,5.59,30.73,10.5,128,89,0.620077907,3.330152,12.781493
Building,R1,Corn,-0.357029363,0.25,30.98,12.4,129,90,0.612917814,3.472661,12.817415
Building,R1,Corn,1.13102497,0.25,30.98,10.4,130,91,0.59176205,3.607943,12.860254
Building,R1,Corn,-2.760954377,0.0,6.6,12.2,131,92,0.577990954,3.744023,12.913996
Building,R1,Corn,-2.08059381,0.0,6.6,13.4,132,93,0.57127641,3.887172,12.98491
Building,R1,Corn,-0.96543839,0.0,5.84,18.1,133,94,0.552691752,4.038246,13.077363
Building,R1,Corn,-1.009616779,0.76,1.01,14.9,134,95,0.600406083,4.189833,13.123241
Building,R1,Corn,-2.690265395,0.0,7.87,14.7,137,98,0.581536364,4.570647,13.328578
Building,R1,Corn,-2.4005009,0.0,7.87,16.3,138,99,0.569125235,4.698921,13.429697
Building,R1,Corn,-5.226795643,0.0,7.87,15.8,139,100,0.559859863,4.823246,13.541409
Building,R1,Corn,-0.919018729,0.0,7.87,16.1,140,101,0.552529334,4.93919,13.654886
Building,R1,Corn,-2.100712314,0.0,7.11,16.1,141,102,0.545515769,5.053028,13.777274
Building,R1,Corn,-1.671711348,0.0,0.0,17.1,142,103,0.544798671,5.162546,13.901581
Building,R1,Corn,-1.604960039,0.76,0.76,11.3,143,104,0.555721048,5.255177,13.980623
Building,R1,Corn,-3.894619913,2.03,2.79,16.1,145,106,0.572060648,5.513754,14.10598
Building,R1,Corn,0.0,13.21,16.0,14.9,146,107,0.674062306,5.685257,14.101483
Building,R1,Corn,-0.607113513,51.06,67.06,8.1,148,109,0.726891499,5.950435,14.092942
Building,R1,Corn,-0.478535749,19.05,67.31,10.4,149,110,0.712605027,6.097956,14.086529
Building,R1,Corn,-0.812217387,3.04,69.34,10.4,150,111,0.719664594,6.250872,14.079244
Building,R1,Corn,-0.847368958,7.62,72.14,11.4,151,112,0.724518138,6.373724,14.095491
Building,R1,Corn,0.0,4.83,72.14,8.1,152,113,0.700127734,6.472822,14.124479
Building,R1,Corn,-0.640747859,0.0,58.93,6.3,153,114,0.689153867,6.555229,14.161767
Building,R1,Corn,0.0,0.0,7.62,15.8,156,117,0.671898186,6.779457,14.35488
Building,R1,Corn,-0.625572227,3.05,7.88,17.8,157,118,0.685875599,6.9196,14.397949
Building,R1,Corn,0.0,7.37,10.42,11.6,159,120,0.696560345,7.124909,14.493252
Building,R1,Corn,0.0,0.76,11.18,12.3,160,121,0.70169315,7.226527,14.536903
Building,R1,Corn,1.131381408,3.55,13.97,7.0,161,122,0.707428793,7.301625,14.57582
Building,R1,Corn,-1.803889554,0.25,5.57,4.6,166,127,0.682308449,7.600608,14.82844
Building,R1,Corn,2.327068447,0.0,4.81,10.0,167,128,0.676563745,7.64333,14.913856
Building,R1,Corn,11.96707446,3.3,3.3,7.2,172,133,0.680692273,7.828716,15.394858
Building,R1,Corn,1.433695566,0.0,9.9,10.5,178,139,0.678436367,8.022644,15.786665
Building,R1,Corn,1.243984494,1.27,7.62,6.3,180,141,0.682039434,8.079791,15.932819
Building,R1,Corn,5.048702911,4.32,8.89,-2.7,187,148,0.695578626,8.266583,16.337877
Building,R1,Corn,2.941598122,6.09,10.91,-6.5,193,154,0.735113809,8.374472,16.549635
Building,R1,Corn,1.981899755,2.54,9.65,2.0,196,157,0.735113809,8.43667,16.641281
Building,R1,Corn,1.886044234,0.0,0.0,0.6,212,173,0.735113809,9.052316,17.037672
Building,R1,Corn,0.0,0.51,3.56,-2.2,215,176,0.735113809,9.098744,17.171005
Building,R1,Corn,-0.721356847,0.0,3.56,-0.3,216,177,0.735113809,9.111299,17.21816
Building,R1,Corn,1.724877304,0.0,3.56,3.0,217,178,0.735113809,9.121317,17.278832
Building,R1,Corn,1.902036796,0.76,1.27,5.3,220,181,0.735113809,9.141878,17.517116
Building,R1,Corn,0.0,0.0,1.78,-4.0,224,185,0.735113809,9.190322,17.699889
Building,R1,Corn,0.0,0.0,1.78,-1.0,225,186,0.735113809,9.200484,17.747142
Building,R1,Corn,-1.298947102,3.05,4.07,6.0,227,188,0.735113809,9.223295,17.859964
Building,R1,Corn,-1.658778902,0.25,27.69,0.0,232,193,0.735113809,9.45665,17.98282
Building,R1,Corn,2.984383606,0.0,31.0,-3.6,245,198,0.702620691,10.489617,22.896375
Building,R1,Corn,3.524377454,0.0,31.0,-1.2,246,199,0.67479106,10.517604,22.930097
Building,R1,Corn,2.703966757,0.0,29.0,-0.8,247,200,0.660071677,10.541632,22.96674
Building,R1,Corn,5.167525444,0.0,23.0,-5.8,248,201,0.626272134,10.560583,22.995655
Building,R1,Corn,6.847348848,0.0,1.0,-7.2,249,202,0.581496513,10.576236,23.026865
Building,R1,Corn,4.49602807,0.0,0.0,-2.8,250,203,0.568622541,10.537065,23.034478
Building,R1,Corn,10.14142808,0.0,0.0,1.7,251,204,0.566842243,10.503416,23.031261
Building,R1,Corn,12.29397953,0.0,0.0,2.2,252,205,0.593692935,10.55885,23.048094
Building,R1,Corn,7.894196538,4.0,4.0,4.5,253,206,0.650608088,10.636157,23.047165
Building,R1,Corn,7.664517617,17.0,17.0,-4.0,254,207,0.66494897,10.691858,23.048232
Building,R1,Corn,3.874882996,18.0,22.0,-11.4,255,208,0.670348896,10.677161,23.030017
Building,R1,Corn,6.784791704,7.0,24.0,-8.4,256,209,0.646872444,10.707812,23.043027
Building,R1,Corn,10.20771467,3.0,27.0,-1.6,258,211,0.638035368,10.73324,23.055238
Building,R1,Corn,8.479820902,1.0,27.0,3.6,259,212,0.669736353,10.777184,23.078824
Building,R1,Corn,5.243856865,2.0,25.0,-2.1,260,213,0.651006155,10.751021,23.071301
Building,R1,Corn,2.682511667,2.0,12.0,-10.8,261,214,0.617490371,10.737103,23.066993
Building,R1,Corn,3.437944701,0.0,7.0,-12.1,262,215,0.585437126,10.75754,23.084167
Building,R1,Corn,2.278431312,1.0,6.0,-10.9,263,216,0.579081874,10.775541,23.104172
Building,R1,Corn,3.306626151,1.0,4.0,-9.3,264,217,0.567599408,10.791471,23.129475
Building,R1,Corn,3.204328612,1.0,4.0,-5.3,265,218,0.562360419,10.768503,23.11548
Building,R1,Corn,4.417338771,1.0,4.0,-4.5,266,219,0.55888338,10.738607,23.123175
Building,R1,Corn,5.883465733,0.0,2.0,-5.4,267,220,0.553441559,10.701753,23.136213
Building,R1,Corn,4.494685306,0.0,2.0,-4.4,268,221,0.540314739,10.715319,23.172487
Building,R1,Corn,7.830250215,0.0,2.0,-0.1,269,222,0.547614746,10.726616,23.222231
Building,R1,Corn,9.627670238,1.0,2.0,0.8,270,223,0.570621606,10.741965,23.27344
Building,R1,Corn,6.1831119,3.0,4.0,-2.8,271,224,0.575556199,10.705454,23.284083
Building,R1,Corn,8.023550679,14.0,18.0,-2.8,279,232,0.730539999,10.603679,23.432241
Building,R1,Corn,28.3327311,5.0,18.0,-3.8,280,233,0.679327046,10.638894,23.457491
Building,R1,Corn,20.01367893,2.0,18.0,-2.0,281,234,0.652301144,10.616589,23.458034
Building,R1,Corn,18.56626427,0.0,18.0,3.2,282,235,0.678329462,10.576265,23.474812
Building,R1,Corn,15.50882206,0.0,16.0,0.2,283,236,0.710067641,10.60521,23.517749
Building,R1,Corn,6.076420589,2.0,18.0,-3.3,284,237,0.722184449,10.629003,23.555453
Building,R1,Corn,5.232594119,3.0,8.0,-8.1,285,238,0.723897763,10.610038,23.561499
Building,R1,Corn,7.513598065,1.0,5.0,-9.6,286,239,0.660637356,10.597693,23.554108
Building,R1,Corn,3.714271394,0.0,5.0,-6.6,290,243,0.589150045,10.613519,23.630262
Building,R1,Corn,9.96655823,1.0,4.0,-2.4,291,244,0.590920972,10.580095,23.645341
Building,R1,Corn,13.36632287,2.0,4.0,-2.7,292,245,0.593380402,10.549065,23.658022
Building,R1,Corn,10.69131632,1.0,4.0,-5.8,293,246,0.590515309,10.563965,23.691436
Building,R1,Corn,20.84563322,0.0,4.0,7.8,294,247,0.673663451,10.491171,23.655971
Building,R1,Corn,35.80525969,0.0,2.0,8.0,295,248,0.721335389,10.412567,23.693612
Building,R1,Corn,41.406383,0.0,2.0,2.8,296,249,0.746241081,10.354382,23.725346
Building,R1,Corn,2.769690297,0.0,2.0,1.0,297,250,0.737046979,10.371209,23.790002
Building,R1,Corn,3.882484565,0.0,1.0,1.2,298,251,0.711239743,10.386951,23.856958
Building,R1,Corn,10.85062618,0.0,0.0,-0.5,299,252,0.697599332,10.403447,23.9143
Building,R1,Corn,6.011833368,9.0,9.0,-1.5,300,253,0.702339529,10.419421,23.968199
Building,R1,Corn,4.274763536,16.0,16.0,-2.4,301,254,0.709557801,10.324835,23.949878
Building,R1,Corn,4.122144435,7.0,16.0,1.3,302,255,0.709557801,10.360464,23.99642
Building,R1,Corn,2.4947151,0.0,16.0,8.5,303,256,0.763175037,10.419011,24.039627
Building,R1,Corn,6.476095136,3.0,19.0,1.3,304,257,0.746354928,10.332207,23.971392
Building,R1,Corn,1.330374356,3.0,19.0,-5.8,305,258,0.726468967,10.305005,23.972485
Building,R1,Corn,2.313374299,24.0,43.0,-6.2,306,259,0.730613791,10.330422,24.004474
Building,R1,Corn,-0.327909324,24.0,34.0,-6.4,307,260,0.730111547,10.353431,24.036544
Building,R1,Corn,2.624187896,2.0,29.0,-3.9,308,261,0.730405435,10.390097,24.065132
Building,R1,Corn,2.316367783,2.0,29.0,-1.4,309,262,0.729716933,10.382794,24.057458
Building,R1,Corn,3.220035281,3.0,32.0,-0.2,310,263,0.733378157,10.380782,24.04465
Building,R1,Corn,2.381989099,3.0,29.0,9.1,311,264,0.782759167,10.463146,24.072999
Building,R1,Corn,2.561869121,0.0,29.0,15.0,312,265,0.764597915,10.383101,23.978385
Building,R1,Corn,3.897187146,0.0,5.0,15.8,313,266,0.741188351,10.196261,23.90155
Building,R1,Corn,4.966658109,3.0,8.0,9.1,314,267,0.748767446,10.258514,23.973051
Building,R1,Corn,4.911085491,3.0,6.0,6.6,315,268,0.741216986,10.307342,24.064078
Building,R1,Corn,2.898074512,0.0,6.0,8.1,316,269,0.743344274,10.348867,24.154515
Building,R1,Corn,8.322391211,0.0,3.0,8.4,317,270,0.745706113,10.352776,24.117372
Building,R1,Corn,6.262982095,13.0,16.0,8.8,318,271,0.760469373,10.355912,24.083756
Building,R1,Corn,7.463019173,15.0,18.0,8.5,319,272,0.748721654,10.434137,24.146926
Building,R1,Corn,6.600542149,2.0,18.0,10.4,320,273,0.746897281,10.515039,24.207983
Building,R1,Corn,7.554242481,0.0,18.0,1.2,323,276,0.73589948,10.405571,24.230475
Building,R1,Corn,7.88231994,0.0,18.0,0.2,324,277,0.734566302,10.440862,24.294252
Building,R1,Corn,9.254407869,0.0,5.0,1.4,325,278,0.730241759,10.472582,24.363812
Building,R1,Corn,4.335998312,0.0,3.0,7.5,326,279,0.728406338,10.317411,24.367591
Building,R1,Corn,5.278511733,0.0,3.0,4.6,327,280,0.730433242,10.350767,24.452563
Building,R1,Corn,8.84336809,1.0,1.0,3.6,328,281,0.731988521,10.367138,24.396033
Building,R1,Corn,4.562919389,14.0,14.0,1.1,329,282,0.734487048,10.43522,24.439744
Building,R1,Corn,4.366835373,13.0,14.0,4.2,330,283,0.736513951,10.31846,24.415676
Building,R1,Corn,3.239140594,0.0,14.0,9.4,331,284,0.738540855,10.409098,24.473875
Building,R1,Corn,6.892237116,5.0,19.0,4.7,332,285,0.740567758,10.488249,24.50926
Building,R1,Corn,5.770976045,10.0,24.0,4.8,333,286,0.742594661,10.286695,24.386608
Building,R1,Corn,5.019324309,5.0,24.0,8.6,334,287,0.744621565,10.350149,24.468588
Building,R1,Corn,6.494480226,1.0,24.0,13.6,335,288,0.771505427,10.513542,24.451307
Building,R1,Corn,5.761195842,33.0,43.0,5.4,336,289,0.762677625,10.459586,24.349932
Building,R1,Corn,5.039118135,34.0,45.0,0.4,337,290,0.757972597,10.562174,24.348008
Building,R1,Corn,0.986497671,6.0,49.0,2.6,338,291,0.747705393,10.663249,24.369755
Building,R1,Corn,3.668470902,4.0,44.0,0.0,339,292,0.726669726,10.683535,24.337931
Building,R1,Corn,2.996587457,1.0,40.0,-0.6,340,293,0.71233736,10.606457,24.316671
Building,R1,Corn,5.186277753,1.0,40.0,4.6,341,294,0.724498661,10.712595,24.322557
Building,R1,Corn,5.433650636,16.0,55.0,2.0,342,295,0.749928548,10.796242,24.340603
Building,R1,Corn,5.57534946,17.0,24.0,-0.1,343,296,0.740042491,10.691078,24.236975
Building,R1,Corn,1.879166581,8.0,29.0,-2.5,344,297,0.755186182,10.760387,24.258103
Building,R1,Corn,6.961346749,9.0,27.0,0.4,345,298,0.749079514,10.8531,24.267678
Building,R1,Corn,4.161730653,14.0,39.0,7.2,346,299,0.755865463,10.865308,24.257958
Building,R1,Corn,4.156720411,15.0,41.0,3.2,347,300,0.735883787,10.852844,24.272592
Building,R1,Corn,4.787303967,3.0,41.0,5.3,348,301,0.727555692,10.834562,24.253089
Building,R1,Corn,1.90606601,0.0,25.0,8.6,349,302,0.721214474,10.789692,24.302682
Building,R1,Corn,2.57750719,0.0,24.0,12.1,350,303,0.71759693,10.728582,24.391732
Building,R1,Corn,0.261988615,0.0,17.0,16.4,351,304,0.711986982,10.781948,24.591586
Building,R1,Corn,1.512744142,0.0,15.0,17.5,352,305,0.708877205,10.441516,24.50721
Building,R1,Corn,0.465481609,0.0,3.0,18.0,353,306,0.702268293,10.335941,24.661305
Building,R1,Corn,1.445207552,0.0,0.0,12.1,354,307,0.696161626,10.407525,24.813063
Building,R1,Corn,0.0,0.0,0.0,14.5,355,308,0.690557202,10.327453,24.915228
Building,R1,Corn,2.351948911,0.0,0.0,12.3,356,309,0.69141566,10.286636,24.957461
Building,R1,Corn,1.333637187,7.0,7.0,11.6,357,310,0.697197121,10.370898,25.069369
Building,R1,Corn,4.06459262,0.0,7.0,18.2,360,313,0.695695294,10.258598,25.299517
Building,R1,Corn,4.001286217,3.0,10.0,10.2,361,314,0.693378903,10.122251,25.257854
Building,R1,Corn,4.294901915,4.0,11.0,8.8,362,315,0.695538515,10.066848,25.331204
Building,R1,Corn,4.137905815,1.0,11.0,6.7,363,316,0.692708831,10.05328,25.379766
Building,R1,Corn,3.62752824,3.0,7.0,7.4,364,317,0.690414537,10.117643,25.485736
Building,R1,Corn,3.496163807,3.0,7.0,8.4,365,318,0.693026675,10.046262,25.441464
Building,R1,Corn,4.651379833,11.0,18.0,8.4,366,319,0.719961509,10.076196,25.401952
Building,R1,Corn,5.077171623,11.0,18.0,8.4,367,320,0.726050685,10.221821,25.421431
Building,R1,Corn,3.404316302,10.0,25.0,11.5,368,321,0.71432424,10.110016,25.414877
Building,R1,Corn,7.388273792,10.0,24.0,8.4,369,322,0.744598549,10.209792,25.303983
Building,R1,Corn,7.642631935,26.0,50.0,11.4,370,323,0.73463912,10.449319,25.271798
Building,R1,Corn,5.491565016,29.0,50.0,13.9,371,324,0.723650084,10.40089,25.167105
Building,R1,Corn,2.522344313,3.0,50.0,16.7,372,325,0.711850427,10.410253,25.12051
Building,R1,Corn,2.147931845,0.0,39.0,12.8,373,326,0.708610525,10.27002,25.130255
Building,R1,Corn,5.188064894,0.0,39.0,10.7,374,327,0.713814859,11.230765,26.044792
Building,R1,Corn,0.993830265,0.0,29.0,10.3,1,328,0.715776704,12.131052,26.726304
Building,R1,Corn,2.269502384,9.0,38.0,14.5,2,329,0.72866086,13.055961,27.588384
Building,R1,Corn,6.217495312,13.0,35.0,11.5,7,334,0.726386076,16.862271,30.328304
Building,R1,Corn,5.146409119,0.0,35.0,13.4,8,335,0.72215826,17.509092,31.006591
Building,R1,Corn,8.400688741,0.0,26.0,12.5,9,336,0.715709013,17.99483,31.716648
Building,R1,Corn,3.834817016,0.0,25.0,13.4,10,337,0.711726794,18.587009,32.614436
Building,R1,Corn,2.889428986,0.0,16.0,14.9,11,338,0.705806899,18.951699,33.316592
Building,R1,Corn,3.910471052,0.0,13.0,16.9,12,339,0.698194013,19.350649,34.167561
Building,R1,Corn,8.968720196,0.0,0.0,16.4,13,340,0.693822188,19.685391,34.921614
Building,R1,Corn,8.704791598,0.0,0.0,16.3,14,341,0.705382591,19.546187,35.748473
Building,R1,Corn,5.761699755,0.0,0.0,19.3,15,342,0.695790422,19.303343,36.401746
Building,R1,Corn,24.98374978,22.0,22.0,22.0,18,345,0.69710054,18.851573,36.94718
Building,R1,Corn,13.24313897,0.0,22.0,23.6,19,346,0.69710054,18.269931,37.28182
Building,R1,Corn,7.341360217,1.0,22.0,20.7,22,349,0.669027037,15.967535,37.075366
Building,R1,Corn,0.0,0.0,1.0,18.8,25,352,0.651092738,13.967544,35.840732
Building,R1,Corn,7.232993547,3.0,1.0,19.2,26,353,0.639980418,13.325252,34.906365
Building,R1,Corn,6.33471192,0.0,4.0,18.4,27,354,0.641424012,12.777902,34.131217
Building,R1,Corn,5.634783065,1.0,7.0,13.2,30,357,0.628384499,11.030353,31.760266
Building,R1,Corn,0.0,0.0,7.0,14.6,31,358,0.621430422,10.725491,31.44769
Building,R1,Corn,2.202524181,0.0,1.0,17.7,35,362,0.604228819,6.976408,24.390013
Building,R1,Corn,0.980230914,2.0,1.0,20.5,36,363,0.600191625,6.355009,23.092682
Building,R1,Corn,4.782124417,13.0,3.0,22.9,37,364,0.638541655,5.974499,21.327125
Building,R1,Corn,13.18563067,33.0,13.0,18.4,38,365,0.702276093,5.544226,19.730214
Building,R1,Corn,3.694104075,22.0,35.0,22.1,39,0,0.722993308,13.853105,26.430616
Building,R1,Corn,3.550844309,0.0,35.0,22.9,40,1,0.695076371,19.415195,31.677918
Building,R1,Corn,7.724246159,0.0,35.0,23.6,41,2,0.682726739,22.676431,34.958796
Building,R1,Corn,9.780701737,0.0,35.0,25.3,42,3,0.665599653,24.760983,37.37692
Building,R1,Corn,11.93756636,0.0,35.0,20.4,43,4,0.660617293,25.627675,38.011125
Building,R1,Corn,10.51216061,2.0,33.0,21.2,44,5,0.649433061,29.864589,41.130203
Building,R1,Corn,13.37345946,2.0,24.0,21.1,45,6,0.638248829,33.246565,44.881624
Building,R1,Corn,13.74731926,0.0,2.0,22.3,46,7,0.627064596,35.630107,49.408575
Building,R1,Corn,13.99996416,0.0,2.0,21.9,47,8,0.615880363,37.355037,53.284172
Building,R1,Corn,12.33425533,1.0,2.0,23.9,48,9,0.604696131,39.168887,57.308337
Building,R1,Corn,14.45731072,1.0,3.0,24.0,49,10,0.593511898,39.953017,61.558193
Building,R1,Corn,11.22968108,0.0,3.0,17.3,50,11,0.587663236,39.365885,61.081755
Building,R1,Corn,10.56297283,0.0,3.0,17.3,51,12,0.582787095,38.493257,61.542204
Building,R1,Corn,6.658802407,0.0,1.0,18.6,52,13,0.572396722,37.900332,63.033388
Building,R1,Corn,8.638282707,4.0,1.0,18.5,53,14,0.567648928,39.594293,63.193375
Building,R1,Corn,8.146034105,4.0,5.0,17.2,54,15,0.565966986,37.355785,61.915284
Building,R1,Corn,10.61690471,0.0,5.0,18.2,55,16,0.557557967,35.32247,60.382287
Building,R1,Corn,14.54882666,0.0,4.0,19.8,56,17,0.542812342,33.010935,58.836425
Building,R1,Corn,7.246436432,0.0,4.0,23.3,57,18,0.546265211,30.207499,57.866119
Building,R1,Corn,7.662802373,0.0,4.0,23.8,58,19,0.534295001,27.343942,56.947139
Building,R1,Corn,9.235501735,3.0,4.0,24.0,59,20,0.528553768,28.236873,57.806638
Building,R1,Corn,7.253548849,4.0,7.0,24.1,60,21,0.536618189,26.41714,56.28198
Building,R1,Corn,7.555528096,1.0,4.0,20.9,61,22,0.53398592,24.509792,54.461498
Building,R1,Corn,7.961538974,0.0,4.0,21.1,62,23,0.515314875,24.35622,56.240639
Building,R1,Corn,4.996123933,7.0,4.0,23.2,63,24,0.504524363,25.543672,56.718362
Building,R1,Corn,3.883080129,12.0,11.0,25.0,64,25,0.499222535,25.571295,58.048387
Building,R1,Corn,4.568374783,21.0,16.0,23.8,65,26,0.523371699,26.620422,58.385687
Building,R1,Corn,9.718956196,16.0,32.0,24.5,66,27,0.55985047,26.459576,59.398871
Building,R1,Corn,6.777344005,2.0,29.0,20.3,67,28,0.563165025,25.506167,57.373348
Building,R1,Corn,7.749763005,2.0,30.0,19.0,68,29,0.550520424,23.879912,55.809063
Building,R1,Corn,7.849204954,0.0,30.0,20.4,69,30,0.507165721,21.421939,53.500009
